ST_CODE,PC_CODE,STATE,PC,NO,NAME,PARTY
S24,70,S24-Uttar Pradesh,70-Ghosi,9,MUKHTAR ANSARI,Qaumi Ekta Dal
S24,70,S24-Uttar Pradesh,70-Ghosi,10,MANISH KUMAR,Aam Aadmi Party
S24,70,S24-Uttar Pradesh,70-Ghosi,11,DOODHNATH,Independent
S24,70,S24-Uttar Pradesh,70-Ghosi,12,VIJAY KUMAR,Rashtriya Krantikari Samajwadi Party
S24,70,S24-Uttar Pradesh,70-Ghosi,13,ATUL KUMAR SINGH,Communist Party of India
S24,70,S24-Uttar Pradesh,70-Ghosi,14,HARINARAYAN,Bharatiya Janata Party
S24,71,S24-Uttar Pradesh,71-Salempur,1,OM PRAKASH RAJBHAR,Suheldev Bhartiya Samaj Party
S24,71,S24-Uttar Pradesh,71-Salempur,2,SUSHANT RAJ PATHAK,Independent
S24,71,S24-Uttar Pradesh,71-Salempur,3,SIYARAM DAS,Independent
S24,71,S24-Uttar Pradesh,71-Salempur,4,HARIBANSH SAHAI,Samajwadi Party
S24,71,S24-Uttar Pradesh,71-Salempur,5,RAM KRIPAL,Independent
S24,71,S24-Uttar Pradesh,71-Salempur,6,RAVINDRA,Bharatiya Janata Party
S24,71,S24-Uttar Pradesh,71-Salempur,7,ONKAR SINGH,Samajwadi Samaj Party
S24,71,S24-Uttar Pradesh,71-Salempur,8,BHOLA,Indian National Congress
S24,71,S24-Uttar Pradesh,71-Salempur,9,RAVI SHANKAR,Bahujan Samaj Party
S24,71,S24-Uttar Pradesh,71-Salempur,10,SHRI RAM,Communist Party of India  (Marxist-Leninist)  (Liberation)
S24,71,S24-Uttar Pradesh,71-Salempur,11,SANJAY,Janata Dal  (United)
S24,72,S24-Uttar Pradesh,72-Ballia,1,AFZAL ANSARI,Qaumi Ekta Dal
S24,72,S24-Uttar Pradesh,72-Ballia,2,BHOLANATH,Independent
S24,72,S24-Uttar Pradesh,72-Ballia,3,MANOJ,Independent
S24,72,S24-Uttar Pradesh,72-Ballia,4,COL(RETD) BHARAT SINGH SHAURYA CHAKRA,Aam Aadmi Party
S24,72,S24-Uttar Pradesh,72-Ballia,5,MANNU,Naitik Party
S24,72,S24-Uttar Pradesh,72-Ballia,6,AWADHESH VERMA,Bahujan Mukti Party
S24,72,S24-Uttar Pradesh,72-Ballia,7,NEERAJ SHEKHAR,Samajwadi Party
S24,72,S24-Uttar Pradesh,72-Ballia,8,VIRENDRA KUMAR,Bahujan Samaj Party
S24,72,S24-Uttar Pradesh,72-Ballia,9,SUDHA RAI,Indian National Congress
S24,72,S24-Uttar Pradesh,72-Ballia,10,RAM ROOP,Jai Hind Samaj Party
S24,72,S24-Uttar Pradesh,72-Ballia,11,BHARAT,Bharatiya Janata Party
S24,73,S24-Uttar Pradesh,73-Jaunpur,1,SUBHASH,Bahujan Samaj Party
S24,73,S24-Uttar Pradesh,73-Jaunpur,2,GULAB CHAND,Shivsena
S24,73,S24-Uttar Pradesh,73-Jaunpur,3,RAVISHANKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S24,73,S24-Uttar Pradesh,73-Jaunpur,4,DR. KAILASH PRAKASH,Aam Aadmi Party
S24,73,S24-Uttar Pradesh,73-Jaunpur,5,DHANANJAY,Independent
S24,73,S24-Uttar Pradesh,73-Jaunpur,6,PREMCHAND,Pragatisheel Manav Samaj Party
S24,73,S24-Uttar Pradesh,73-Jaunpur,7,ANUPATI RAM YADAV,Bahujan Mukti Party
S24,73,S24-Uttar Pradesh,73-Jaunpur,8,ARVIND,Suheldev Bhartiya Samaj Party
S24,73,S24-Uttar Pradesh,73-Jaunpur,9,RAVI KISHAN SHUKLA,Indian National Congress
S24,74,S24-Uttar Pradesh,74-Machhlishahr,1,BHOLANATH,Bahujan Samaj Party
S24,74,S24-Uttar Pradesh,74-Machhlishahr,2,RAJ ALIAS VIRENDRA KUMAR SONKAR,Aam Aadmi Party
S24,74,S24-Uttar Pradesh,74-Machhlishahr,3,TUFANI,Samajwadi Party
S24,74,S24-Uttar Pradesh,74-Machhlishahr,4,RAMCHARITRA,Bharatiya Janata Party
S24,74,S24-Uttar Pradesh,74-Machhlishahr,5,RAJESH SONKAR,Independent
S24,74,S24-Uttar Pradesh,74-Machhlishahr,6,DAYARAM,Indian National Congress
S24,74,S24-Uttar Pradesh,74-Machhlishahr,7,SIKANDAR,Bahujan Mukti Party
S24,74,S24-Uttar Pradesh,74-Machhlishahr,8,HARI,Suheldev Bhartiya Samaj Party
S24,74,S24-Uttar Pradesh,74-Machhlishahr,9,TUFANI NISHAD,Indian National Congress
S24,74,S24-Uttar Pradesh,74-Machhlishahr,10,ANITA,Bharatiya Janata Party
S24,75,S24-Uttar Pradesh,75-Ghazipur,1,SATYADEV YADAV,Naitik Party
S24,75,S24-Uttar Pradesh,75-Ghazipur,2,SHIVKANYA KUSHWAHA,Samajwadi Party
S24,75,S24-Uttar Pradesh,75-Ghazipur,3,ISHWARI,Communist Party of India  (Marxist-Leninist)  (Liberation)
S24,75,S24-Uttar Pradesh,75-Ghazipur,4,BRIJBHUSHAN,Aam Aadmi Party
S24,75,S24-Uttar Pradesh,75-Ghazipur,5,MANOJ SINHA,Bharatiya Janata Party
S24,75,S24-Uttar Pradesh,75-Ghazipur,6,KAILASH NATH SINGH YADAV,Bahujan Samaj Party
S24,75,S24-Uttar Pradesh,75-Ghazipur,7,RAJENDRA NATH RAM,Bahujan Mukti Party
S24,75,S24-Uttar Pradesh,75-Ghazipur,8,KUBER,Independent
S24,75,S24-Uttar Pradesh,75-Ghazipur,9,ARUN KUMAR SINGH,Pragatisheel Manav Samaj Party
S24,75,S24-Uttar Pradesh,75-Ghazipur,10,DEENDAYAL,Pragatisheel Manav Samaj Party
S24,75,S24-Uttar Pradesh,75-Ghazipur,11,LAXMAN,Independent
S24,76,S24-Uttar Pradesh,76-Chandauli,1,JITENDRA,Gondvana Gantantra Party
S24,76,S24-Uttar Pradesh,76-Chandauli,2,SANJEEV SINGH,Suheldev Bhartiya Samaj Party
S24,76,S24-Uttar Pradesh,76-Chandauli,3,TARUNENDRA CHAND PATEL,Indian National Congress
S24,76,S24-Uttar Pradesh,76-Chandauli,4,RAM DULAR,Communist Party of India  (Marxist-Leninist)  (Liberation)
S24,76,S24-Uttar Pradesh,76-Chandauli,5,RAM KISHUN,Samajwadi Party
S24,76,S24-Uttar Pradesh,76-Chandauli,6,MRITUNJAYA PANDEY,Jan Raksha Party
S24,76,S24-Uttar Pradesh,76-Chandauli,7,RAJ NARAYAN,Independent
S24,76,S24-Uttar Pradesh,76-Chandauli,8,HIRA LAL,Bahujan Mukti Party
S24,76,S24-Uttar Pradesh,76-Chandauli,9,VINAI KUMAR SINGH,Indian National League
S24,76,S24-Uttar Pradesh,76-Chandauli,10,SHASHI SINHA,Ex-Sainik Kissan Party
S24,76,S24-Uttar Pradesh,76-Chandauli,11,BINDU,Independent
S24,76,S24-Uttar Pradesh,76-Chandauli,12,HARIDWAR SINGH YADAV,Janata Dal  (United)
S24,76,S24-Uttar Pradesh,76-Chandauli,13,ANIL KUMAR MAURYA,Bahujan Samaj Party
S24,76,S24-Uttar Pradesh,76-Chandauli,14,MAHENDRA NATH,Bharatiya Janata Party
S24,77,S24-Uttar Pradesh,77-Varanasi,1,RAM LAKHAN,Jantantra Party
S24,77,S24-Uttar Pradesh,77-Varanasi,2,AJAY,Indian National Congress
S24,77,S24-Uttar Pradesh,77-Varanasi,3,INDIRA,All India Trinamool Congress
S24,77,S24-Uttar Pradesh,77-Varanasi,4,SHYAM BABU GUPTA,Gareeb Aadmi Party
S24,77,S24-Uttar Pradesh,77-Varanasi,5,LALLAN,Manavadhikar Janshakti Party
S24,77,S24-Uttar Pradesh,77-Varanasi,6,KAILASH NATH CHAURASIA,Samajwadi Party
S24,77,S24-Uttar Pradesh,77-Varanasi,7,A.K. AGGARWAL,Agar Jan Party
S24,77,S24-Uttar Pradesh,77-Varanasi,8,SATYAPRAKASH SRIVASTAVA,Independent
S24,77,S24-Uttar Pradesh,77-Varanasi,9,NARENDRA NATH DUBEY ADIG,Jan Shakti Ekta Party
S24,77,S24-Uttar Pradesh,77-Varanasi,10,PRABHAT KUMAR,Independent
S24,77,S24-Uttar Pradesh,77-Varanasi,11,FARDIEN CHAUDERY,Independent
S24,77,S24-Uttar Pradesh,77-Varanasi,12,BASEER KINNAR,Independent
S24,77,S24-Uttar Pradesh,77-Varanasi,13,MANOJ KUMAR CHAUBE,Independent
S24,77,S24-Uttar Pradesh,77-Varanasi,14,VIJAY,Bahujan Samaj Party
S24,77,S24-Uttar Pradesh,77-Varanasi,15,P.N. SRIRAMACHANDRAN,Independent
S24,77,S24-Uttar Pradesh,77-Varanasi,16,DEVI PRASAD,Moulik Adhikar Party
S24,77,S24-Uttar Pradesh,77-Varanasi,17,HIRA LAL YADAV,Communist Party of India  (Marxist)
S24,77,S24-Uttar Pradesh,77-Varanasi,18,VIJAY PANDEY,Rashtriya Samajwadi Jankranti Party
S24,77,S24-Uttar Pradesh,77-Varanasi,19,NARENDRA BAHADUR SINGH,Manav Kalyan Munch
S24,77,S24-Uttar Pradesh,77-Varanasi,20,AHMED SOHEL SIDDIQUI,Independent
S24,77,S24-Uttar Pradesh,77-Varanasi,21,HARI LAL,Rastriya Insaaf Party
S24,77,S24-Uttar Pradesh,77-Varanasi,22,MAHENDAR,Independent
S24,77,S24-Uttar Pradesh,77-Varanasi,23,SHIV VEER SINGH,Independent
S24,77,S24-Uttar Pradesh,77-Varanasi,24,RAJESH BHARTI SURYA,Rashtriya Ambedkar Dal
S24,78,S24-Uttar Pradesh,78-Bhadohi,1,RAMSAKHA,Independent
S24,78,S24-Uttar Pradesh,78-Bhadohi,2,AKHILESH,Nationalist Congress Party
S24,78,S24-Uttar Pradesh,78-Bhadohi,3,SARTAJ IMAAM,Indian National Congress
S24,78,S24-Uttar Pradesh,78-Bhadohi,5,TEJ BAHADUR YADAV,Janata Dal  (United)
S24,78,S24-Uttar Pradesh,78-Bhadohi,6,AJAY KUMAR,Pragatisheel Manav Samaj Party
S24,78,S24-Uttar Pradesh,78-Bhadohi,7,RAKESH DHAR TRIPATHI,Bahujan Samaj Party
S24,78,S24-Uttar Pradesh,78-Bhadohi,8,SEEMA MISHRA,Samajwadi Party
S24,78,S24-Uttar Pradesh,78-Bhadohi,9,VIRENDRA SINGH,Bharatiya Janata Party
S24,78,S24-Uttar Pradesh,78-Bhadohi,11,JEEVANKUMAR,Independent
S24,78,S24-Uttar Pradesh,78-Bhadohi,12,RAKESH DHAR TRIPATHI,Bahujan Samaj Party
S24,78,S24-Uttar Pradesh,78-Bhadohi,14,RAM SAGAR,Qaumi Ekta Dal
S24,78,S24-Uttar Pradesh,78-Bhadohi,16,AKHILESH,Nationalist Congress Party
S24,78,S24-Uttar Pradesh,78-Bhadohi,17,SANTRAJ SINGH,Independent
S24,78,S24-Uttar Pradesh,78-Bhadohi,18,RAM SAGAR,Qaumi Ekta Dal
S24,78,S24-Uttar Pradesh,78-Bhadohi,25,JAGJEEVAN RAM,Independent
S24,78,S24-Uttar Pradesh,78-Bhadohi,27,CHANDRASHEKHAR,Independent
S24,78,S24-Uttar Pradesh,78-Bhadohi,29,RAJESH KUMAR,Independent
S24,79,S24-Uttar Pradesh,79-Mirzapur,1,VINEET SAHAI,All India Trinamool Congress
S24,79,S24-Uttar Pradesh,79-Mirzapur,2,DR. KARNAIL SINGH,Independent
S24,79,S24-Uttar Pradesh,79-Mirzapur,3,SURENDRA,Samajwadi Party
S24,79,S24-Uttar Pradesh,79-Mirzapur,4,LALITESH PATI TRIPATHI,Indian National Congress
S24,79,S24-Uttar Pradesh,79-Mirzapur,5,JEERA DEVI,Communist Party of India  (Marxist-Leninist)  (Liberation)
S24,79,S24-Uttar Pradesh,79-Mirzapur,6,BHAGWAN DAS,Bahujan Mukti Party
S24,79,S24-Uttar Pradesh,79-Mirzapur,7,SUKCHARA NAND,Shivsena
S24,79,S24-Uttar Pradesh,79-Mirzapur,8,SAMUNDRA,Bahujan Samaj Party
S24,79,S24-Uttar Pradesh,79-Mirzapur,9,JITTOO,Lok Dal
S24,79,S24-Uttar Pradesh,79-Mirzapur,10,ASHOK KUMAR,Independent
S24,79,S24-Uttar Pradesh,79-Mirzapur,11,ADESH TYAGI,Independent
S24,80,S24-Uttar Pradesh,80-Robertsganj,1,SHARDA PRASAD,Bahujan Samaj Party
S24,80,S24-Uttar Pradesh,80-Robertsganj,2,CHHOTE LAL,Bharatiya Janata Party
S24,80,S24-Uttar Pradesh,80-Robertsganj,3,SHANKAR,Communist Party of India  (Marxist-Leninist)  (Liberation)
S24,80,S24-Uttar Pradesh,80-Robertsganj,4,RAVISHANKAR KANNAUJIA,Aam Aadmi Party
S24,80,S24-Uttar Pradesh,80-Robertsganj,5,S. R. DARPURI,All India Peoples' Front (Radical)
S24,80,S24-Uttar Pradesh,80-Robertsganj,6,BHAGWATI PRASAD CHAUDHARI,Indian National Congress
S24,80,S24-Uttar Pradesh,80-Robertsganj,7,PAKAUDI LAL,Samajwadi Party
S24,80,S24-Uttar Pradesh,80-Robertsganj,8,ARUN SINGH,Independent
S25,1,S25-West Bengal,1-Cooch behar,1,KESHAB CHANDRA RAY,Indian National Congress
S25,1,S25-West Bengal,1-Cooch behar,2,GIRINDRA NATH BARMAN,Bahujan Samaj Party
S25,1,S25-West Bengal,1-Cooch behar,3,DIPAK KUMAR ROY,All India Forward Bloc
S25,1,S25-West Bengal,1-Cooch behar,4,RENUKA SINHA,All India Trinamool Congress
S25,1,S25-West Bengal,1-Cooch behar,5,HEM CHANDRA BARMAN,Bharatiya Janata Party
S25,1,S25-West Bengal,1-Cooch behar,6,KAMAL KRISHNA BAIRAGI,Rashtriya Janadhikar Suraksha Party
S25,1,S25-West Bengal,1-Cooch behar,7,DALENDRA NATH RAY,Amra Bangalee
S25,1,S25-West Bengal,1-Cooch behar,8,NRIPEN KARJEE,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,1,S25-West Bengal,1-Cooch behar,9,PIJUSH BARMAN,Welfare Party Of India
S25,1,S25-West Bengal,1-Cooch behar,10,HAREKRISHNA SARKAR,Republican Party of India (A)
S25,1,S25-West Bengal,1-Cooch behar,11,BANGSHI BADAN BARMAN,Independent
S25,1,S25-West Bengal,1-Cooch behar,12,HITENDRA DAS,Independent
S25,2,S25-West Bengal,2-Alipurduars,1,ELIASH NARJINARY,Bahujan Samaj Party
S25,2,S25-West Bengal,2-Alipurduars,2,DASRATH TIRKEY,All India Trinamool Congress
S25,2,S25-West Bengal,2-Alipurduars,3,BIRENDRA BARA (ORAON),Bharatiya Janata Party
S25,2,S25-West Bengal,2-Alipurduars,4,MANOHAR TIRKEY,Revolutionary Socialist Party
S25,2,S25-West Bengal,2-Alipurduars,5,JOSEPH MUNDA,Indian National Congress
S25,2,S25-West Bengal,2-Alipurduars,6,ISHABELA KUJUR,Rashtriya Janadhikar Suraksha Party
S25,2,S25-West Bengal,2-Alipurduars,7,BILKAN BARA,Samajwadi Jan Parishad
S25,2,S25-West Bengal,2-Alipurduars,8,SUBASH CHIK BARAIK,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,2,S25-West Bengal,2-Alipurduars,9,DR. KAPIN CH. BORO,Independent
S25,2,S25-West Bengal,2-Alipurduars,10,PAUL DEXION KHARIYA,Independent
S25,3,S25-West Bengal,3-Jalpaiguri,1,KSHITISH CHANDRA MANDAL,Bahujan Samaj Party
S25,3,S25-West Bengal,3-Jalpaiguri,2,BIJOY CHANDRA BARMAN,All India Trinamool Congress
S25,3,S25-West Bengal,3-Jalpaiguri,3,MAHENDRA KUMAR ROY,Communist Party of India  (Marxist)
S25,3,S25-West Bengal,3-Jalpaiguri,4,SATYALAL SARKAR,Bharatiya Janata Party
S25,3,S25-West Bengal,3-Jalpaiguri,5,SUKHBILAS BARMA,Indian National Congress
S25,3,S25-West Bengal,3-Jalpaiguri,6,DILIP SARKAR,Bahujan Mukti Party
S25,3,S25-West Bengal,3-Jalpaiguri,7,DHIRENDRA NATH ROY,Amra Bangalee
S25,3,S25-West Bengal,3-Jalpaiguri,8,DHRITIMAN ROY,Rashtriya Janadhikar Suraksha Party
S25,3,S25-West Bengal,3-Jalpaiguri,9,HARIPADA BARMAN,Rashtriya Janasachetan Party (R.J.P.)
S25,3,S25-West Bengal,3-Jalpaiguri,10,HARIBHAKTA SARDAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,3,S25-West Bengal,3-Jalpaiguri,11,HAREKRISHNA SARKAR,Republican Party of India (A)
S25,3,S25-West Bengal,3-Jalpaiguri,12,SUBHAS BISWAS,Independent
S25,4,S25-West Bengal,4-Darjeeling,1,S.S.AHLUWALIA,Bharatiya Janata Party
S25,4,S25-West Bengal,4-Darjeeling,2,KAKALI MAJUMDAR (ROY),Bahujan Samaj Party
S25,4,S25-West Bengal,4-Darjeeling,3,BHAI CHUNG BHUTIA,All India Trinamool Congress
S25,4,S25-West Bengal,4-Darjeeling,4,SAMAN PATHAK (SURAJ),Communist Party of India  (Marxist)
S25,4,S25-West Bengal,4-Darjeeling,5,SUJAY GHATAK,Indian National Congress
S25,4,S25-West Bengal,4-Darjeeling,6,GOUTAM BHATTACHARYA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,4,S25-West Bengal,4-Darjeeling,7,NIRANJAN SAHA,Amra Bangalee
S25,4,S25-West Bengal,4-Darjeeling,8,NIMA LAMA,Gorkha Rashtriya Congress
S25,4,S25-West Bengal,4-Darjeeling,9,LALIT SINGHA,Bahujan Mukti Party
S25,4,S25-West Bengal,4-Darjeeling,10,SUNIL PANDIT,Rashtriya Janasachetan Party (R.J.P.)
S25,4,S25-West Bengal,4-Darjeeling,11,ARUN KUMAR AGARWAL,Independent
S25,4,S25-West Bengal,4-Darjeeling,12,MAHENDRA P. LAMA,Independent
S25,4,S25-West Bengal,4-Darjeeling,13,RABINDRA ROY BASUNIA,Independent
S25,5,S25-West Bengal,5-Raiganj,1,DEEPA DASMUNSI,Indian National Congress
S25,5,S25-West Bengal,5-Raiganj,2,NIMU BHOWMICK,Bharatiya Janata Party
S25,5,S25-West Bengal,5-Raiganj,3,PABITRA RANJAN DASMUNSHI (SATYA),All India Trinamool Congress
S25,5,S25-West Bengal,5-Raiganj,4,MD. SALIM,Communist Party of India  (Marxist)
S25,5,S25-West Bengal,5-Raiganj,5,SWAPAN KUMAR DAS,Bahujan Samaj Party
S25,5,S25-West Bengal,5-Raiganj,6,ZAMEERUL HASAN,All India United Democratic Front
S25,5,S25-West Bengal,5-Raiganj,7,DULAL RAJBANSHI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,5,S25-West Bengal,5-Raiganj,8,NANDAKISHOR SINGHA,Amra Bangalee
S25,5,S25-West Bengal,5-Raiganj,9,PASARUL ALAM,Aam Aadmi Party
S25,5,S25-West Bengal,5-Raiganj,10,BABLU SOREN,Jharkhand Disom Party
S25,5,S25-West Bengal,5-Raiganj,11,SUDIIP RANJAN SEN,Samajwadi Party
S25,5,S25-West Bengal,5-Raiganj,12,SUBRATA ADHIKARY,Independent
S25,6,S25-West Bengal,6-Balurghat,1,ARPITA GHOSH,All India Trinamool Congress
S25,6,S25-West Bengal,6-Balurghat,2,OM PRAKAS MISHRA,Indian National Congress
S25,6,S25-West Bengal,6-Balurghat,3,BIMALENDU SARKAR (BIMAL),Revolutionary Socialist Party
S25,6,S25-West Bengal,6-Balurghat,4,BISWAPRIYA ROY CHOUDHURY,Bharatiya Janata Party
S25,6,S25-West Bengal,6-Balurghat,5,RAJEN HANSDA,Bahujan Samaj Party
S25,6,S25-West Bengal,6-Balurghat,6,ABDUS SADEK SARKAR,All India United Democratic Front
S25,6,S25-West Bengal,6-Balurghat,7,ISLAM NURAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,6,S25-West Bengal,6-Balurghat,8,MANAS CHAKRABORTY (GANESH),Communist Party of India (Marxist-Leninist) Red Star
S25,6,S25-West Bengal,6-Balurghat,9,RANENDRANATH MALI,Bahujan Mukti Party
S25,6,S25-West Bengal,6-Balurghat,10,SASTI CHANDRA SARKAR,Rashtriya Janadhikar Suraksha Party
S25,6,S25-West Bengal,6-Balurghat,11,SOM HEMRAM,Jharkhand Disom Party
S25,6,S25-West Bengal,6-Balurghat,12,SIBEN SARKAR,Independent
S25,7,S25-West Bengal,7-Maldaha Uttar,1,KHAGEN MURMU,Communist Party of India  (Marxist)
S25,7,S25-West Bengal,7-Maldaha Uttar,2,CHITTA RANJAN KIRTTANIA,Bahujan Samaj Party
S25,7,S25-West Bengal,7-Maldaha Uttar,3,MAUSAM NOOR,Indian National Congress
S25,7,S25-West Bengal,7-Maldaha Uttar,4,SUBHASH KRISHNA GOSWAMI,Bharatiya Janata Party
S25,7,S25-West Bengal,7-Maldaha Uttar,5,SOUMITRA RAY,All India Trinamool Congress
S25,7,S25-West Bengal,7-Maldaha Uttar,6,ABDUL KHALEQUE,All India United Democratic Front
S25,7,S25-West Bengal,7-Maldaha Uttar,7,IMANUYEL HEMRAM (BAIDYA),Jharkhand Disom Party
S25,7,S25-West Bengal,7-Maldaha Uttar,8,GAUTAM SARKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,7,S25-West Bengal,7-Maldaha Uttar,9,NURUL ISLAM MAJIDI,Welfare Party Of India
S25,7,S25-West Bengal,7-Maldaha Uttar,10,BISHNUPADA BARMAN,Amra Bangalee
S25,7,S25-West Bengal,7-Maldaha Uttar,11,MINARA KHATUN,Hindustan Krantikari Dal
S25,7,S25-West Bengal,7-Maldaha Uttar,12,MILAN DAS,Samajwadi Party
S25,7,S25-West Bengal,7-Maldaha Uttar,13,MONATAN HEMBRAM,Bahujan Mukti Party
S25,7,S25-West Bengal,7-Maldaha Uttar,14,SUREN MURMU,Independent
S25,8,S25-West Bengal,8-Maldaha Dakshin,1,ABU HASEM KHAN CHOWDHURY,Indian National Congress
S25,8,S25-West Bengal,8-Maldaha Dakshin,2,ABUL HASNAT KHAN,Communist Party of India  (Marxist)
S25,8,S25-West Bengal,8-Maldaha Dakshin,3,NIKHIL CHANDRA MANDAL,Bahujan Samaj Party
S25,8,S25-West Bengal,8-Maldaha Dakshin,4,BISNU PADA ROY,Bharatiya Janata Party
S25,8,S25-West Bengal,8-Maldaha Dakshin,5,MD MOAZZEM HOSSAIN,All India Trinamool Congress
S25,8,S25-West Bengal,8-Maldaha Dakshin,6,IMTIAZ AHMED MOLLAH,SOCIAL DEMOCRATIC PARTY OF INDIA
S25,8,S25-West Bengal,8-Maldaha Dakshin,7,DIPAK SINGH,Rashtriya Janadhikar Suraksha Party
S25,8,S25-West Bengal,8-Maldaha Dakshin,8,NASMUL HOQUE,Party for Democratic Socialism
S25,8,S25-West Bengal,8-Maldaha Dakshin,9,FIROZ AKHTAR,Bahujan Mukti Party
S25,8,S25-West Bengal,8-Maldaha Dakshin,10,BIMAL MARDI,Jharkhand Disom Party
S25,8,S25-West Bengal,8-Maldaha Dakshin,11,MURSED SEKH,Republican Party of India (A)
S25,8,S25-West Bengal,8-Maldaha Dakshin,12,MD EZARUDDIN,Jamat-E-Seratul Mustakim
S25,8,S25-West Bengal,8-Maldaha Dakshin,13,MD NAJRUL ISLAM,All India United Democratic Front
S25,8,S25-West Bengal,8-Maldaha Dakshin,14,MD FARUQUE HOSSAIN (SAHITYARATNA),Indian Union Muslim League
S25,8,S25-West Bengal,8-Maldaha Dakshin,15,NARESH RISHI,Independent
S25,8,S25-West Bengal,8-Maldaha Dakshin,16,MANJUR ALAHI MUNSHI,Independent
S25,8,S25-West Bengal,8-Maldaha Dakshin,17,SADHAN CHATTERJEE,Independent
S25,9,S25-West Bengal,9-Jangipur,1,ABHIJIT MUKHERJEE,Indian National Congress
S25,9,S25-West Bengal,9-Jangipur,2,MUZAFFAR HOSSAIN,Communist Party of India  (Marxist)
S25,9,S25-West Bengal,9-Jangipur,3,SANJIT SINGH,Bahujan Samaj Party
S25,9,S25-West Bengal,9-Jangipur,4,SAMRAT GHOSH,Bharatiya Janata Party
S25,9,S25-West Bengal,9-Jangipur,5,SK NURUL ISLAM,All India Trinamool Congress
S25,9,S25-West Bengal,9-Jangipur,6,ABDUS SAYEED,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,9,S25-West Bengal,9-Jangipur,7,DHANANJAY BANERJEE,Amra Bangalee
S25,9,S25-West Bengal,9-Jangipur,8,MONIRUL ISLAM,Welfare Party Of India
S25,9,S25-West Bengal,9-Jangipur,9,MD. GINNATULLA SK,Jamat-E-Seratul Mustakim
S25,9,S25-West Bengal,9-Jangipur,10,MD. SAHABUDDIN,SOCIAL DEMOCRATIC PARTY OF INDIA
S25,9,S25-West Bengal,9-Jangipur,11,ABHIJIT SARKAR,Independent
S25,10,S25-West Bengal,10-Baharampur,1,BADRUL SEKH,SOCIAL DEMOCRATIC PARTY OF INDIA
S25,10,S25-West Bengal,10-Baharampur,2,PRAMOTHES MUKHERJEE,Revolutionary Socialist Party
S25,10,S25-West Bengal,10-Baharampur,3,KUSHADHWAJ BALA,Bahujan Samaj Party
S25,10,S25-West Bengal,10-Baharampur,4,ADHIR RANJAN CHOWDHURY,Indian National Congress
S25,10,S25-West Bengal,10-Baharampur,5,MD. EZARUDDIN,Jamat-E-Seratul Mustakim
S25,11,S25-West Bengal,11-Murshidabad,1,ALI MOHAMMAD,All India Trinamool Congress
S25,11,S25-West Bengal,11-Murshidabad,2,ABDUL MANNAN HOSSAIN,Indian National Congress
S25,11,S25-West Bengal,11-Murshidabad,3,JITENDRA NATH HALDER,Bahujan Samaj Party
S25,11,S25-West Bengal,11-Murshidabad,4,BADARUDDOZA KHAN,Communist Party of India  (Marxist)
S25,11,S25-West Bengal,11-Murshidabad,5,SUJIT KUMAR GHOSH,Bharatiya Janata Party
S25,11,S25-West Bengal,11-Murshidabad,6,ABDUL BARI,Indian Union Muslim League
S25,11,S25-West Bengal,11-Murshidabad,7,KAMARUJJAMAN KHANDEKAR(BAKUL),SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,11,S25-West Bengal,11-Murshidabad,8,MASUDUL ISLAM,SOCIAL DEMOCRATIC PARTY OF INDIA
S25,11,S25-West Bengal,11-Murshidabad,9,MD. KHODABOX SEKH,Welfare Party Of India
S25,11,S25-West Bengal,11-Murshidabad,10,MD. NAJMUL HOQUE,All India United Democratic Front
S25,11,S25-West Bengal,11-Murshidabad,11,SWAPAN KUMAR MANDAL,Amra Bangalee
S25,11,S25-West Bengal,11-Murshidabad,12,ASIM KUMAR DAS,Independent
S25,12,S25-West Bengal,12-Krishnanagar,1,SATYA BRATA MOOKHERJEE,Bharatiya Janata Party
S25,12,S25-West Bengal,12-Krishnanagar,2,RAZIA AHMED,Indian National Congress
S25,12,S25-West Bengal,12-Krishnanagar,3,KAMAL KANTI DATTA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,12,S25-West Bengal,12-Krishnanagar,4,SUBIMAL SENGUPTA,Communist Party of India  (Marxist-Leninist)  (Liberation)
S25,12,S25-West Bengal,12-Krishnanagar,5,HARASHIT BISWAS,Bahujan Samaj Party
S25,12,S25-West Bengal,12-Krishnanagar,6,JAFORULLA MOLLA,Bahujan Mukti Party
S25,12,S25-West Bengal,12-Krishnanagar,7,SHANTANU JHA,Communist Party of India  (Marxist)
S25,12,S25-West Bengal,12-Krishnanagar,8,NISHI KANTA BISWAS,Guru Chand Mukti Morcha
S25,12,S25-West Bengal,12-Krishnanagar,9,AHAMED HOSSAIN,Indian Union Muslim League
